,3G,3G Speed,Additional Content,Audio Formats,Audio Jack,Battery Capacity,Battery Type,Bluetooth Support,Bluetooth Version,Browse Type,Browser,Business Phone,Call Divert,Call Log Memory,Call Records,Call Timer,Call Wait/Hold,Color,Conference Call,Cost,Covered in Warranty,DLNA Support,Depth,Digital Zoom,Display Colors,Display Size,Display Type,Domestic Warranty,Dual Battery,Dual Camera Lens,EDGE,EDGE Features,Expandable Storage,FM Radio,FM Radio Recording,Flash,Frame Rate,Full HD Recording,GPRS,GPRS Features,GPS Support,GPU,Games,Graphics PPI,HD Game Support,HD Recording,Hands Free,Height,Hot SWAP Support,Hybrid Sim Slot,Image Editor,Imgsrc,Important Apps,In The Box,Infrared,Instant Message,Internal Storage,International Warranty,Internet Connectivity,JAVA Support,Java Application,Keypad,Keypad Type,Logs,MMS,Map Support,Memory Card Slot Type,Micro USB Port,Micro USB Version,Mini HDMI Port,Mini USB Port,Mini USB Version,Mobile Tracker,Model Name,Model Number,Music Player,NFC,Name,Network Type,Not Covered in Warranty,OTG Compatible,Operating Frequency,Operating System,Optical Zoom,Other Display Features,Other Features,Phone Book,Phone Book Memory,Pre-installed Browser,Predictive Text Input,Primary Camera,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Processor Core,Processor Type,Quick Charging,RAM,Removable Battery,Resolution,Resolution Type,Ringtones Format,SIM Access,SIM Size,SIM Type,SMS,SMS Memory,Secondary Camera,Secondary Camera Available,Secondary Camera Features,Secondary Clock Speed,Sensors,Series,Smartphone,Social Networking Phone,Sound Enhancements,Speaker Phone,Speed Dialing,Supported Languages,Supported Memory Card Type,Supported Networks,TV Out,Talk Time,Total Memory,Touchscreen,Touchscreen Type,USB Connectivity,USB Tethering,Upgradable Operating System,User Interface,User Memory,Video Call Support,Video Formats,Video Recording,Video Recording Resolution,Voice Input,WAP,WAP Version,Warranty Service Type,Warranty Summary,Weight,Wi-Fi,Wi-Fi Hotspot,Wi-Fi Version,Width,flipkart_link,reviewlink
724,,,,MP3,3.5 mm,800 mAh,Li-ion,Yes,2,Feature Phones,,,Yes,Yes,,Yes,Yes,Black & Champagne,,835,Against Manufacturing Defectes Only,,12.9 mm,,65 K,1.8 inch,TFT,12 Months,,,,,8 GB,Yes,Yes,,10 fps,,Yes,,,,,,,,,111.7 mm,,No,,https://rukminim1.flixcart.com/image/704/704/j752nww0/mobile/g/s/d/jivi-x57i-selfie-x57i-selfie-original-imaewzm3p6fnrycd.jpeg?q=70,,"Handset, Charger, Hands-free, Battery, User Manual",,,,,WAP,,,Yes,Alphanumeric,,,,Dedicated Slot,,,,,,Yes,X57i Selfie,X57i selfie,MP3/ MP4 / 3GP/AMR/WAV,,JIVI X57i Selfie  (Black & Champagne),2G,Physical Damage & Liquid Damage Problem,No,"GSM - 900, 1800",,,,,Yes,300,WAP,,1.3MP,Yes,,1 MHz,,,,0.032 MB,Yes,169 x 128 pixels,QVGA,MP3/ MP4 / 3GP/AMR/WAV,Dual Standby,Normal SIM,Dual Sim,Yes,100,0.3MP,Yes,,,,,No,,,Yes,Yes,"English, Hindi with 22 regional language",microSD,"GSM, GSM",,,,No,,,,,,,,MP4,Yes,,,Yes,2,Customer Needs to Visit Authorized Service Center,1 Year Manufacturer Warranty,95 g,,,,46.5 mm,https://www.flipkart.com/jivi-x57i-selfie/p/itmexg8sbuvueu5d?pid=MOBEXG8SWGCNGGSD&srno=s_57_5&otracker=search&lid=LSTMOBEXG8SWGCNGGSDYKDKKL&fm=organic&iid=0ccf2a4d-e653-4ee5-9a7e-8e3edab15809.MOBEXG8SWGCNGGSD.SEARCH&qH=911c35cead2534b4,
725,Yes,"21 Mbps DL, 5.76 Mbps UL",,MP3,3.5 mm,1850 mAh,,Yes,2.1,Smartphones,,,,Yes,,,,Black,,"4,199",,,9.3 mm,,,4.5 inch,TFT,,,,Yes,,32 GB,Yes,,Front and Rear LED,,,Yes,,Yes,,,217 PPI,,,,134 mm,,No,,https://rukminim1.flixcart.com/image/704/704/mobile/k/z/h/lava-a76-plus-original-imaezvdkuhxwejyz.jpeg?q=70,Navigation App,"Handset, Charger, Earphone, Battery, Warranty Card",,,8 GB,,"4G, 3G, Wi-Fi, GPRS, EDGE",,,,,,,Google Maps,Dedicated Slot,Yes,,,,,,A76+ 4G with VoLTE,,,,"Lava A76+ 4G with VoLTE (Black, 8 GB)  (1 GB RAM)","4G VOLTE, 3G, 2G",,No,"GSM - 900, 1800; WCDMA - 2100; 4G LTE (TDD)- 2300",Android Marshmallow 6,,Multi-touch,"2-pin Micro USB, Backup, Calendar, Alarm, Calculator, Sound Recorder, Smart Screen Gestures, Flip to Silent Mode, Video PIP, Flash on Call",Yes,,Android,,5MP,Yes,"Panaroma Capture, HDR, Digital Zoom",1.5 GHz,Quad Core,,,1 GB,,480 x 854,FWVGA,,Dual Standby,,Dual Sim,Yes,,5MP,Yes,,,Accelerometer,,,,,,,,microSD,"4G LTE, 4G LTE",,,,Yes,Capacitive,Yes,,,,,Yes,"3GP, AVI, MP4",Yes,,,,,,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,135 g,Yes,,802.11 b/g/n,66 mm,https://www.flipkart.com/lava-a76-4g-volte-black-8-gb/p/itmeuyd34tmnh7vu?pid=MOBEZVDHHHPKBKZH&srno=s_57_7&otracker=search&lid=LSTMOBEZVDHHHPKBKZHLOOYQL&fm=organic&iid=91bcbd59-7365-46a4-b90d-2bfd609356ce.MOBEZVDHHHPKBKZH.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/lava-a76-4g-volte-black-8-gb/product-reviews/itmeuyd34tmnh7vu?pid=MOBEZVDHHHPKBKZH
726,,,,MP3,3.5 mm,1000 mAh,Li-ion,Yes,2,Feature Phones,,,Yes,Yes,"Missed, Outgoing, Received",Yes,Yes,Black and Green,Yes,629,Against Manufacturing Defectes Only,,11 mm,,65 K,1.8 inch,TFT,1 Year,,,,,8 GB,Yes,,,,,Yes,"Class 12, 48 kbps, 85.6 kbps",,,Yes,,,,,113 mm,,,,https://rukminim1.flixcart.com/image/704/704/mobile/d/y/5/jivi-12m-12m-original-imaegrf3v4ssazcp.jpeg?q=70,,"Handset, Charger, Battery, User Manual",,,32 KB,,WAP,,,Yes,Alphanumeric,"Received Call, Missed Calls, Outgoing Call",,,,,,,,,Yes,12M,12M,"Yes, MP3 Music Player",Yes,JIVI 12M  (Black and Green),2G,Physical Damage & Liquid Damage Problem,,GSM - 900/1800,,,Big And Bright Display,Big & Bright Display,Yes,300,WAP,,,,Mobile Phone Without Camera,,,,,1 MB,Yes,169 X 128 Pixel,QVGA,"MP3, AAC, 64-tone Polyphonic (64 built-in tones)",Dual Standby,Normal,Dual Sim,Yes,Yes,,,,,,Bar,,,,Yes,Yes,Multi Language,MicroSD,"GSM, GSM",,4 hr,,No,,Yes,,,,0.032,,MP4,,,,Yes,2,Customer Needs to Visit Authorized Service Center,1 Year Manufacturer Warranty,95 g,,,,47.5 mm,https://www.flipkart.com/jivi-12m/p/itmegnz6tccghxpj?pid=MOBEGUJCHWAGYDY5&srno=s_57_8&otracker=search&lid=LSTMOBEGUJCHWAGYDY5HKEEHP&fm=organic&iid=3c16da90-c27b-4d5d-82bc-664d72c39c5a.MOBEGUJCHWAGYDY5.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/jivi-12m/product-reviews/itmegnz6tccghxpj?pid=MOBEGUJCHWAGYDY5
727,Yes,,,,3.5 mm,2000 mAh,Li-Ion,Yes,,Smartphones,,Yes,Yes,Yes,Yes,Yes,Yes,Champagne & Gold,,"4,045",,,,,,5 inch,,,,,,,32 GB,Yes,,,,,,,,,,,,,Yes,,,No,,https://rukminim1.flixcart.com/image/704/704/j6jn24w0/mobile/u/f/h/zen-admire-swadesh-admire-swadesh-original-imaesxxuhvf4m9dm.jpeg?q=70,,"Handset, Charger, Earphone, Warranty Card, User Manual",,,8 GB,,"4G, 3G, Wi-Fi",,,No,,,Yes,,Dedicated Slot,,,,,,,Admire Swadesh,Admire Swadesh,,,"Zen Admire Swadesh (Champagne & Gold, 8 GB)  (1 GB RAM)","4G, 3G, 2G",,Yes,,Android Marshmallow 6,,,,Yes,,,,5MP,Yes,,1.3 GHz,Quad Core,,,1 GB,,720 x 1280 Pixels,,,,,Dual Sim,Yes,,2MP,Yes,,,,,Yes,Yes,,Yes,,,,"4G LTE, GSM",,8 Hr,,Yes,,Yes,,,,,Yes,,Yes,,,,,,1 Year Manufacturer Warranty,100 g,Yes,,,,https://www.flipkart.com/zen-admire-swadesh-champagne-gold-8-gb/p/itmeuyd9yavxm393?pid=MOBETT55PMHPJUJ7&srno=s_57_9&otracker=search&lid=LSTMOBETT55PMHPJUJ7DCAGVE&fm=organic&iid=3a45a47b-650d-47eb-9d93-d21095c5e38a.MOBETT55PMHPJUJ7.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/zen-admire-swadesh-champagne-gold-8-gb/product-reviews/itmeuyd9yavxm393?pid=MOBETT55PMHPJUJ7
728,Yes,21 Mbps HSDPA; 5.76 Mbps HSUPA,,"MP3, AAC, AMR, OGG, MID, WAV",3.5 mm,2100 mAh,Li-Polymer,Yes,4,Smartphones,,,,Yes,,,,Milky-way Grey,,"7,999",,,9.6 mm,,,5 inch,,,,,,,32 GB,,,,,Yes,,,Yes,,,,,Yes,,150.1 mm,,No,,https://rukminim1.flixcart.com/image/704/704/mobile/r/h/d/htc-desire-620g-ds-original-imae2zgszqyfk2vx.jpeg?q=70,,"Handset, Battery, AC Adapter, USB Sync Cable, Headset, Safety & Regulatory Guide, Quick Start Guide, Limited Warranty Statement",,,8 GB,,"3G, Wi-Fi",,,,,,,Google Maps,,Yes,2,,,,,Desire 620G Dual Sim,D620H,,,"HTC Desire 620G Dual Sim (Milky-way Grey, 8 GB)  (1 GB RAM)","3G, 2G",,,"GSM - 850, 900, 1800, 1900; UMTS - 2100",Android KitKat 4.4,,,Internal GPS Antenna,Yes,Yes,Android,,8MP,Yes,,1.7 GHz,Octa Core,Mediatek MT6592,,1 GB,,1280 x 720 Pixels,HD,,Dual Standby,Micro SIM,Dual Sim,Yes,Yes,5MP,Yes,Full HD Recording,,"Accelerometer, Proximity Sensor, Ambient Light Sensor",,Yes,,,,,,MicroSD,"GSM, UMTS",,,,Yes,,Yes,,,,,,"3GP, MP4, AVI, 3GPP",Yes,1920 x 1080,,,,,1 Year for Mobile & 6 Months for Accessories,160 g,Yes,,802.11 b/g/n,72.7 mm,https://www.flipkart.com/htc-desire-620g-dual-sim-milky-way-grey-8-gb/p/itmeuyd7a3pctcqe?pid=MOBE2ZGKMUFDBRHD&srno=s_57_10&otracker=search&lid=LSTMOBE2ZGKMUFDBRHDI2ZGJG&fm=organic&iid=3d8fa41d-9006-4ae7-b771-11c210524bb4.MOBE2ZGKMUFDBRHD.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/htc-desire-620g-dual-sim-milky-way-grey-8-gb/product-reviews/itmeuyd7a3pctcqe?pid=MOBE2ZGKMUFDBRHD
729,Yes,,,,51,1800 mAh,,,,Feature Phones,,,,,,,,Black,,998,Warranty Of the Product is Limited to Manufacturing Defects Only,,,,,3.56 inch,LCD,,,,,,,,,,,No,,,,32,,,,No,,,,,,https://rukminim1.flixcart.com/image/704/704/mobile/m/u/8/champion-y1-star-na-original-imae8y5exjgq8cgx.jpeg?q=70,,"Handset, Charger, Headset, Battery, Manual",,,32 MB,,,,,,,,,,,No,,No,Yes,,,Y1 Star,,,,Champion Y1 Star  (Black),3G,"Warranty Does Not Cover Any External Accessories (Such As Battery, Cable, Carrying Bag), Damage Caused To The Product Due To Improper Installation By Customer, Normal Wear And Tear To Magnetic Heads, Audio, Video, Laser Pick-Ups And Tv Picture Tubes, Pane",,,,,,,,,,,0.8MP,,,,,,,,,128*160 Pixels,NA,,,Normal SIM,Dual Sim,,,,,,,No,,,,,,,,8,"GSM, GSM",,,,,,Yes,,,,,,,,,,,,"On-Site Service. Customer Needs to Call the Nearby Authorized Service Center, Service Engineer Will Come to the Site to Get the Product Repaired Or Inspected.",1 Year Manufacturer Warranty,,No,,,,https://www.flipkart.com/champion-y1-star/p/itmevt7qszbzqqay?pid=MOBE6GFVYTSWZMU8&srno=s_57_11&otracker=search&lid=LSTMOBE6GFVYTSWZMU8HGLNDT&fm=organic&iid=ad731b28-0d3c-4a1e-a7cb-e640f6c3d7ad.MOBE6GFVYTSWZMU8.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/champion-y1-star/product-reviews/itmevt7qszbzqqay?pid=MOBE6GFVYTSWZMU8
730,,,,MP3,3.5 mm,800 mAh,Li-ion,Yes,2,Feature Phones,,,Yes,Yes,,Yes,Yes,White & Silver,,849,Against Manufacturing Defectes Only,,12.9 mm,,65 K,1.8 inch,TFT,12 Months,,,,,8 GB,Yes,Yes,,10 fps,,Yes,,,,,,,,,111.7 mm,,No,,https://rukminim1.flixcart.com/image/704/704/j752nww0/mobile/e/w/m/jivi-x57i-selfie-x57i-selfie-original-imaewzm3u9fdyzuh.jpeg?q=70,,"Handset, Charger, Hands-free, Battery, User Manual",,,,,WAP,,,Yes,Alphanumeric,,,,Dedicated Slot,,,,,,Yes,X57i Selfie,X57i selfie,MP3/ MP4 / 3GP/AMR/WAV,,JIVI X57i Selfie  (White & Silver),2G,Physical Damage & Liquid Damage Problem,No,"GSM - 900, 1800",,,,,Yes,300,WAP,,1.3MP,Yes,,1 MHz,,,,0.032 MB,Yes,169 x 128 pixels,QVGA,MP3/ MP4 / 3GP/AMR/WAV,Dual Standby,Normal SIM,Dual Sim,Yes,100,0.3MP,Yes,,,,,No,,,Yes,Yes,"English, Hindi with 22 regional language",microSD,"GSM, GSM",,,,No,,,,,,,,MP4,Yes,,,Yes,2,Customer Needs to Visit Authorized Service Center,1 Year Manufacturer Warranty,95 g,,,,46.5 mm,https://www.flipkart.com/jivi-x57i-selfie/p/itmexg8sbuvueu5d?pid=MOBEXG8SY9EKKEWM&srno=s_57_12&otracker=search&lid=LSTMOBEXG8SY9EKKEWMRWSKRS&fm=organic&iid=2b7f2dd5-2d2a-4b48-9a55-b00ff56c3130.MOBEXG8SY9EKKEWM.SEARCH&qH=911c35cead2534b4,
731,,,,MP3,3.5 mm,1750 mAh,Li-Ion,Yes,,Feature Phones,,,,Yes,,,,White & Gold,,"1,399",,,13.2 mm,,,2.4 inch,,,,,,,32 GB,Yes,Yes,,,,Yes,,,,,,,,,122.8 mm,,,,https://rukminim1.flixcart.com/image/704/704/mobile/s/5/e/lava-spark-one-na-original-imaefe8mfpegyhht.jpeg?q=70,,"Handset, Battery, Charger, Headphone, User Manual",,,,,"GPRS, WAP",,,Yes,Alphanumeric,,,,,,,,,,Yes,Spark One,,,,Lava Spark One  (White & Gold),,,,"GSM - 900, 1800",,,,"Auto Call Recording with Folder, Alarm, Bright LED Torch, Call Duration, Hands-free Mode, Call History, PMMA Keypad",Yes,500,WAP,,0.3MP,Yes,,,,,,,,320 x 240 Pixels,QVGA,,,,Dual Sim,Yes,200,,,,,,,,,,,Yes,"Hindi, English, Gujarati",MicroSD,"GSM, GSM",,,,,,,,,,,,"MP4, 3GP",,,,Yes,,,Brand Warranty of 1 Year,101 g,,,,51.4 mm,https://www.flipkart.com/lava-spark-one/p/itmeuyd98hjtgjsu?pid=MOBEFE8EHFU3AS5E&srno=s_57_15&otracker=search&lid=LSTMOBEFE8EHFU3AS5EUNPUNH&fm=organic&iid=4d769710-763c-4e03-beb3-c0e5dc1acadd.MOBEFE8EHFU3AS5E.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/lava-spark-one/product-reviews/itmeuyd98hjtgjsu?pid=MOBEFE8EHFU3AS5E
732,,,SD Card,MP3,3.5 mm,1000 mAh,Li-Ion,Yes,2,Feature Phones,,,,Yes,,Yes,Yes,Black,,"1,199",Only technical faults will cover,,11 mm,,,2.4 inch,QVGA,1 Year,,,,,16 GB,Yes,Yes,,,,,,,,Yes,,,,Yes,124.7 mm,,No,,https://rukminim1.flixcart.com/image/704/704/mobile/z/q/c/mtech-l9-l9-original-imaezxh3pmnhry3e.jpeg?q=70,,"Handset, Hands-free, Battery, Charger, User Manual, Warranty Card",,,32 MB,,,,,Yes,Alphanumeric,,,,Dedicated Slot,Yes,,,,,,L9,L9,Yes,,Mtech L9  (Black),2G,"Tempered, Scratched, Waterlogged",No,"GSM - 900, 1800",,,,,Yes,Yes,WAP,,0.3MP,Yes,,,,,,,Yes,240 x 320 Pixels,QVGA,MP3,Dual Standby,Normal SIM,Dual Sim,Yes,Yes,,,,,,L9,,,,Yes,,"Hindi, English",microSD,"GSM, GSM",,,,No,,Yes,,,,,,MP4,Yes,,,Yes,2,"Customer Need To Visit The Nearest Service Center Of Their Location, If There Is Any Technical Fault In The Product.",1 Year Warranty For Phone & 6 Months Accessories,,,,,53 mm,https://www.flipkart.com/mtech-l9/p/itmevt7s7h36zps7?pid=MOBEPFT6GYWDAZQC&srno=s_57_17&otracker=search&lid=LSTMOBEPFT6GYWDAZQCWBARMD&fm=organic&iid=af78da1a-28f7-4d17-9db6-7a8917c2630e.MOBEPFT6GYWDAZQC.SEARCH&qH=911c35cead2534b4,
733,,,SD CARD,MP3,3.5 mm,1000 mAh,Li-Ion,Yes,2,Feature Phones,,,,Yes,,Yes,Yes,Blue,,"1,199",Only technical faults will cover,,11 mm,,,2.4 inch,QVGA,1 Year,,,,,16 GB,Yes,Yes,,,,,,,,,,,,,124.7 mm,,No,,https://rukminim1.flixcart.com/image/704/704/mobile/p/z/h/mtech-l9-l9-original-imaezxmk66b4vfdd.jpeg?q=70,,"Handset, Hands-free, Battery, Charger, User Manual, Warranty Card",,,32 MB,,,,,Yes,Alphanumeric,,,,Dedicated Slot,Yes,,,,,,L9,L9,Yes,,Mtech L9  (Blue),2G,"Tempered, Scratched, Waterlogged",No,"GSM - 900, 1800",,,,,Yes,Yes,WAP,,0.3MP,Yes,,,,,,,Yes,240 x 320 Pixels,QVGA,MP3,Dual Standby,Normal SIM,Dual Sim,Yes,YES,,,,,,L9,No,,,Yes,Yes,"Hindi, English",microSD,"GSM, GSM",,,,No,,Yes,,,,,,MP4,Yes,,,Yes,2,"Customer Need To Visit The Nearest Service Center Of Their Location, If There Is Any Technical Fault In The Product.",1 Year Warranty For Phone & 6 Months Accessories,,,,,53 mm,https://www.flipkart.com/mtech-l9/p/itmevt7s7h36zps7?pid=MOBEPFRCGPXPVPZH&srno=s_57_18&otracker=search&lid=LSTMOBEPFRCGPXPVPZHQKIDDI&fm=organic&iid=e66c468c-db14-4f18-9581-05a9fea63260.MOBEPFRCGPXPVPZH.SEARCH&qH=911c35cead2534b4,
734,,,,MP3,3.5 mm,1000 mAh,,Yes,,Feature Phones,,,Yes,Yes,,Yes,Yes,Black & Blue,,799,,,,,,1.8 inch,,1 Year,,,,,8 GB,Yes,,,,,,,,,Yes,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/j3er9u80/mobile/s/4/6/mtech-g17-g17-original-imaeuhpucgqbshr2.jpeg?q=70,,"Handset, Charger, Battery, Earphone, User Guide, Warranty Card",,,32 MB,,,,,Yes,Alphanumeric,,,,Dedicated Slot,Yes,,,,,Yes,G17,G17,Yes,,Mtech G17  (Black & Blue),2G,Physical and Accidental Damages,No,"GSM - 850, 900, 1800, 1900",,,,,,Yes,,,0.3MP,Yes,,,,,,32 MB,Yes,128 x 160 Pixels,,"MP3, WAV, AMR",Dual Standby,,Dual Sim,Yes,Yes,,,,,,,No,,,Yes,Yes,"English, Hindi",microSD,"GSM, GSM",,15 hrs,,No,,Yes,Yes,,,,,MP4,Yes,,,Yes,,On-Site Service,1 Year Mtech Warranty for Mobile Phone,,,,,,https://www.flipkart.com/mtech-g17/p/itmeuyd2gkhtguaf?pid=MOBEUJHFAH3VZS46&srno=s_57_19&otracker=search&lid=LSTMOBEUJHFAH3VZS46YM2CX5&fm=organic&iid=f6ead040-cbb7-49a9-a1e0-f4593eab1d69.MOBEUJHFAH3VZS46.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/mtech-g17/product-reviews/itmeuyd2gkhtguaf?pid=MOBEUJHFAH3VZS46
735,,HSPA+,,,,2700 mAh,,Yes,5,Smartphones,,,,,,,,Just Black,,"61,999",,,7.8 mm,,16.77 M,5.0 inch,AMOLED,,,,Yes,,,,,,"Rear Camera: 1080p at 30fps, 60fps, 120fps, 720p at 30fps, 60fps, 240fps, 4K at 30fps, Front Camera: 1080p at 30fps, 720p at 30fps, 480p at 30 fps",Yes,,,Yes,Adreno 540,,441 PPI,,Yes,,145.7 mm,,No,,https://rukminim1.flixcart.com/image/704/704/j8esr680/mobile/f/m/d/google-pixel-2-na-original-imaeyfsxhfqwqbr5.jpeg?q=70,,"Handset, USB Type-C 18W Adapter with USB-PD, C-C Cable (USB 2.0), SIM Tool, Quick Switch Adapter, 3.5 mm to USB-C Earbud Adapter",,,128 GB,,"4G, 3G, EDGE",,,,,,,Google Maps,,,,,,,,Pixel 2,G011A,,Yes,"Google Pixel 2 (Just Black, 128 GB)  (4 GB RAM)","4G VOLTE, 4G, 3G",,Yes,"GSM/EDGE: Quad-band (850, 900, 1800, 1900 MHz), UMTS/HSPA+/HSDPA: Bands (1/2/4/5/8), CDMA EVDO Rev A: BC0/BC1/BC10, 4G FDD-LTE: Bands (1/2/3/4/5/7/8/12/13/17/20/25/26/28/29/30/32/66), 4G TD-LTE: Bands (38/40/41)",Android Oreo 8.0.1,,"Cinematic Display, Aspect Ratio: 16:9, 2.5D Corning Gorilla Glass 5, Always-on Display, 95% DCI-P3 Coverage, 100000:1 Super Contrast Ratio, True Black Level, Full 24-bits Depth or 16.77 Million Colors","Aluminum Unibody with Hybrid Coating, IP67 Water and Dust Resistant, Security Module Processor, Charging: USB Type-C 18W Adapter with USB-PD 2.0, 18W Charging, Ports and Slots: USB Type-C, USB 3.1 Gen 1, Connectivity: eSIM, Google Cast, Supports Upto CAT 15 (800 Mbps DL / 75 Mbps UL), 3x DL CA, 4x4 MIMO, 256-QAM DL and 64-QAM UL Depending on Carrier Support, Hearing Aid Compatibility, Daydream Ready",,,,,12.2MP,Yes,"1.4 micrometer, Autofocus with Laser + Dual Pixel Phase Detection, Optical + Electronic Image Stabilization, f/1.8 Aperture",2.35 GHz,Octa Core,Qualcomm Snapdragon 835 64-bit Octa Core,,4 GB,,1920 x 1080 Pixels,Full HD,,,Nano SIM,Single Sim,Yes,,8MP,Yes,"1.4 micrometer, f/2.4 Aperture, Fixed Focus",1.9 GHz,"Active Edge, Proximity / Ambient Light Sensor, Accelerometer / Gyrometer, Magnetometer, Pixel Imprint - Back-mounted Fingerprint Sensor for Fast Unlocking, Barometer, Hall Effect Sensor, Android Sensor Hub, Advanced X-axis Haptics for Sharper / Defined Response",,Yes,,"Stereo Front-firing Speakers, 3 Mics, Noise Suppression",,,,,"4G VoLTE, 4G LTE, UMTS, WCDMA",,,,Yes,,Yes,,,,,,,Yes,3840 x 2160 Pixels,,,,,Brand Warranty of 2 Years,143 g,Yes,,802.11 a/b/g/n/ac (2x2 MIMO) 2.4 GHz + 5 GHz,69.7 mm,https://www.flipkart.com/google-pixel-2-just-black-128-gb/p/itmfyg8hgsdmbqmr?pid=MOBEYEQGVN5G8YGE&srno=s_57_21&otracker=search&lid=LSTMOBEYEQGVN5G8YGER7CBLY&fm=organic&iid=2a37c09c-3c9f-40ac-bc96-811b1976db17.MOBEYEQGVN5G8YGE.SEARCH&qH=911c35cead2534b4,https://www.flipkart.com/google-pixel-2-just-black-128-gb/product-reviews/itmfyg8hgsdmbqmr?pid=MOBEYEQGVN5G8YGE
736,,,,,3.5 mm,2400 mAh,,Yes,,Smartphones,,Yes,Yes,,,Yes,Yes,Gold,Yes,"4,260",,,,,,5.0 inch,,,,,,,,,,Back Flash,,,,,,,,,Yes,,Yes,,,No,,https://rukminim1.flixcart.com/image/704/704/j9x3hjk0/mobile/z/2/4/intex-aqua-lions-2-aqua-lions-2-original-imaezc8f4qrbanzb.jpeg?q=70,,"Handsety, USB Adapter, USB Cable, Earphone, Screenguard, Protective Case, User Manual",,Yes,8 GB,,,,,,,,Yes,,Dedicated Slot,,,,,,Yes,Aqua Lions 2,Aqua Lions 2,,,"Intex Aqua Lions 2 (Gold, 8 GB)  (1 GB RAM)","4G VOLTE, 3G, 2G",,Yes,,Android Nougat 7.0,,,,Yes,,,Yes,5MP,Yes,,1.4 GHz,Quad Core,,,1 GB,Yes,854 x 480$$Pixels,WVGA,,,Micro SIM and Mini SIM,Dual Sim,Yes,,5MP,Yes,,,"Light Sensor, Proximity Sensor, Gravity Sensor",Lions,Yes,Yes,,Yes,,,,"4G VoLTE, UMTS",,,,Yes,Capacitive,,Yes,,,,Yes,,,,Yes,,,,1 year warranty for mobile and six months warranty for accessories,,Yes,Yes,,,https://www.flipkart.com/intex-aqua-lions-2-gold-8-gb/p/itmezmaj9qeesyyb?pid=MOBEZCGMXM893Z24&srno=s_57_22&otracker=search&lid=LSTMOBEZCGMXM893Z24TUQ7CO&fm=organic&iid=cc74f886-5397-41b3-87ed-f117ead80847.MOBEZCGMXM893Z24.SEARCH&qH=911c35cead2534b4,
737,,,Battery & Charger,,3.5 mm,2200 mAh,Li-Ion,Yes,,Feature Phones,,,,,,,,Rose Gold,,849,Only manufacturing defect,,,,,1.8 inch,TFT,,,,,,32 GB,Yes,,,,,,,,,,,,,,,,Yes,,https://rukminim1.flixcart.com/image/704/704/mobile/b/p/t/gfive-u629-u629-original-imaes64nfndzjb2w.jpeg?q=70,,"Handset, Battery, Charger",,,,,,,,Yes,Alphanumeric,,,,Hybrid Slot,,,,,,,U629,U629,,,Gfive U629  (Rose Gold),2G,Warranty not applicable on accessories,No,,,,,,,,,,0.3MP,Yes,,1.2 MHz,,,,,Yes,128 x 160 Pixels,,,,Normal SIM,Dual Sim,Yes,,,,,,,,,,,,,,,"GSM, GSM, GSM, GSM",,,,No,,,,,,,,,,,,,,Manufacturer warranty,6month handset and 3months accessory warranty,,,,,,https://www.flipkart.com/gfive-u629/p/itmes9hrn3jgtxzn?pid=MOBES9HREDCTXBPT&srno=s_57_23&otracker=search&lid=LSTMOBES9HREDCTXBPT6W9R12&fm=organic&iid=4fd14a8d-4d70-45fd-9413-ec1c246ff57a.MOBES9HREDCTXBPT.SEARCH&qH=911c35cead2534b4,
738,No,,,MP3,,3000 mAh,,Yes,,Feature Phones,,No,,Yes,,,,Black,,999,Manufacturing defect,,,,,1.8 inch,,1 Year,No,,,,16 GB,Yes,,,,,,,,,,,,,,,,No,,https://rukminim1.flixcart.com/image/704/704/jae8rrk0/mobile/t/d/x/mafe-energy-energy-original-imaezp8dqyn5xhuy.jpeg?q=70,,"Handset, User Guide, Hands-free, Charger, Warranty Card",,,30 KB,,,,,Yes,Alphanumeric,,,,Dedicated Slot,,,,,,No,Energy,Energy,,,Mafe Energy  (Black),2G,Damage/Liquid Damage,No,,,,,,,500,,No,0.3MP,Yes,,,,,,,Yes,160 x 128$$Pixels,,,,Regular SIM,Dual Sim,Yes,100,,,,,,,No,No,,,,English/Hindi,,"GSM, GSM",,5-6 Hours,,No,NA,,,,,,,,,,,,,1 Year Manufacturing warranty,1 Year manufacturer warranty,,,,,,https://www.flipkart.com/mafe-energy/p/itmezyphtwzzahfk?pid=MOBEZYPHTMF6DTDX&srno=s_57_24&otracker=search&lid=LSTMOBEZYPHTMF6DTDXXJTBH9&fm=organic&iid=db0857ca-35b3-4194-846d-ca1108406d89.MOBEZYPHTMF6DTDX.SEARCH&qH=911c35cead2534b4,
